index,prot_acc,prot_desc,prot_mass,pI,[Urea]_50,Delta_G,Category,num_pixels,Smear,Coordinates_emPAI,Threshold,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,K1,K2,K3,K4,K5,K6,K7,K8,K9,K10,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10
1490,YIHI_ECOBW,Der GTPase-activating protein YihI OS=Escherichia coli (strain K12 - MC4100 - BW2952) GN=yihI PE=3 SV=1,19048,6.211201171875,0,0,found,6,False,"[[0.33333333333333331, 0, 0.28000000000000003], [1.0, 0, 1.1299999999999999], [1.6666666666666665, 0, 3.3799999999999999], [3.6666666666666665, 0, 0.63], [5.6666666666666661, 0, 0.29999999999999999], [7.6666666666666661, 8, 0.68000000000000005]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1492,YIHM_ECOLI,Uncharacterized protein YihM OS=Escherichia coli (strain K12) GN=yihM PE=4 SV=1,37033,4.977861328125,0,0,found,1,False,"[[1.0, 3, 0.14000000000000001]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1493,YIHX_ECOLI,Alpha-D-glucose 1-phosphate phosphatase YihX OS=Escherichia coli (strain K12) GN=yihX PE=1 SV=1,22831,5.016005859374999,0,0,useful,13,False,"[[0.33333333333333331, 0, 0.84999999999999998], [1.0, 0, 1.3200000000000001], [1.6666666666666665, 0, 2.4500000000000002], [2.3333333333333335, 0, 0.84999999999999998], [3.6666666666666665, 0, 0.84999999999999998], [3.6666666666666665, 1, 0.89000000000000001], [4.333333333333333, 1, 0.23000000000000001], [3.0, 2, 0.23999999999999999], [5.6666666666666661, 3, 0.88], [6.9999999999999991, 4, 0.23000000000000001], [6.333333333333333, 5, 0.55000000000000004], [6.9999999999999991, 5, 1.3500000000000001], [7.6666666666666661, 6, 0.23999999999999999]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.23,0.0,0.0,0,0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0
1494,YIID_ECOLI,Uncharacterized protein YiiD OS=Escherichia coli (strain K12) GN=yiiD PE=4 SV=1,37185,5.664462890625,0,0,useful,20,False,"[[3.6666666666666665, 1, 0.14000000000000001], [0.33333333333333331, 4, 0.92000000000000004], [1.0, 4, 0.71999999999999997], [1.6666666666666665, 4, 0.32000000000000001], [2.3333333333333335, 4, 0.31], [3.0, 4, 0.14000000000000001], [0.33333333333333331, 5, 0.29999999999999999], [1.0, 5, 0.70999999999999996], [1.6666666666666665, 5, 0.5], [2.3333333333333335, 5, 0.29999999999999999], [3.0, 5, 0.14000000000000001], [7.6666666666666661, 5, 0.14999999999999999], [0.33333333333333331, 6, 0.14000000000000001], [2.3333333333333335, 6, 0.14000000000000001], [3.0, 6, 0.47999999999999998], [4.9999999999999991, 6, 0.31], [7.6666666666666661, 6, 0.29999999999999999], [4.333333333333333, 7, 0.14000000000000001], [5.6666666666666661, 7, 0.31], [6.333333333333333, 7, 0.14000000000000001]]",0.0,0.0,0.0,0.0,0.14,0.3,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.3,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.3,0.15,0.0,0.0,0.0,0.0,0.0
1495,YIIM_ECOLI,Protein YiiM OS=Escherichia coli (strain K12) GN=yiiM PE=1 SV=2,25441,5.499169921875,0,0,useful,41,False,"[[0.33333333333333331, 0, 0.45000000000000001], [1.0, 0, 0.77000000000000002], [1.6666666666666665, 0, 0.45000000000000001], [2.3333333333333335, 0, 0.20000000000000001], [3.6666666666666665, 0, 0.20000000000000001], [0.33333333333333331, 1, 0.20000000000000001], [1.0, 1, 0.46999999999999997], [1.6666666666666665, 1, 0.76000000000000001], [2.3333333333333335, 1, 0.20999999999999999], [3.6666666666666665, 1, 0.20999999999999999], [4.9999999999999991, 1, 0.47999999999999998], [0.33333333333333331, 2, 0.46999999999999997], [1.0, 2, 2.23], [1.6666666666666665, 2, 0.20999999999999999], [2.3333333333333335, 2, 1.1000000000000001], [3.0, 2, 0.20999999999999999], [0.33333333333333331, 3, 0.80000000000000004], [1.0, 3, 0.76000000000000001], [1.6666666666666665, 3, 1.25], [2.3333333333333335, 3, 1.2], [3.0, 3, 1.6599999999999999], [4.333333333333333, 3, 0.22], [6.9999999999999991, 3, 0.46999999999999997], [1.6666666666666665, 4, 0.22], [3.0, 4, 1.1499999999999999], [3.6666666666666665, 4, 0.22], [4.333333333333333, 4, 0.20999999999999999], [3.0, 5, 0.20999999999999999], [4.9999999999999991, 5, 0.47999999999999998], [5.6666666666666661, 5, 0.20999999999999999], [6.333333333333333, 5, 0.47999999999999998], [6.9999999999999991, 5, 0.46999999999999997], [7.6666666666666661, 5, 0.22], [4.333333333333333, 6, 0.20999999999999999], [4.9999999999999991, 6, 0.22], [5.6666666666666661, 6, 0.46000000000000002], [6.333333333333333, 6, 1.1100000000000001], [6.9999999999999991, 6, 0.80000000000000004], [5.6666666666666661, 7, 0.22], [7.6666666666666661, 7, 0.20999999999999999], [6.333333333333333, 8, 0.22]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.47,0.2,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.76,2.23,0.47,0.77,0.0,0.0,0.0,0.0,0.0,0.22,1.25,0.21,0.76,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.1,0.21,0.2,0.0,0.0,0.0,0.0,0.21,1.15,1.66,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.21,0.2,0.0,0.0,0.0,0.21,0.0,0.21,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.48,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.22,0.46,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,1.11,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.47,0.0,0.47,0.0,0,0,0.0,0.0,0.21,0.0,0.22,0.0,0.0,0.0,0.0,0.0
1496,YIIS_ECOLI,UPF0381 protein YiiS OS=Escherichia coli (strain K12) GN=yiiS PE=1 SV=1,10997,4.443837890625,0,0,useful,21,False,"[[0.33333333333333331, 0, 2.5499999999999998], [1.0, 0, 4.5899999999999999], [1.6666666666666665, 0, 2.5499999999999998], [2.3333333333333335, 0, 4.4100000000000001], [3.6666666666666665, 0, 2.54], [4.333333333333333, 0, 0.56000000000000005], [5.6666666666666661, 0, 0.56000000000000005], [7.6666666666666661, 0, 0.54000000000000004], [1.0, 1, 0.55000000000000004], [1.6666666666666665, 1, 1.3600000000000001], [3.6666666666666665, 1, 0.54000000000000004], [4.9999999999999991, 1, 1.4299999999999999], [6.333333333333333, 1, 1.3500000000000001], [3.0, 2, 1.3999999999999999], [4.9999999999999991, 2, 0.54000000000000004], [6.9999999999999991, 2, 0.56000000000000005], [3.0, 3, 0.56000000000000005], [6.9999999999999991, 3, 0.54000000000000004], [4.9999999999999991, 6, 0.56000000000000005], [7.6666666666666661, 8, 1.4299999999999999], [7.6666666666666661, 9, 0.57999999999999996]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,4.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.41,0.0,0.0,0.0,0.0,0.0,0.0,0.56,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,2.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.54,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.56,0,0,0.58,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54
1497,YJAG_ECOLI,Uncharacterized protein YjaG OS=Escherichia coli (strain K12) GN=yjaG PE=4 SV=1,22883,4.354833984374999,0,0,useful,20,False,"[[0.33333333333333331, 0, 0.84999999999999998], [1.0, 0, 0.52000000000000002], [1.6666666666666665, 0, 0.85999999999999999], [2.3333333333333335, 0, 0.84999999999999998], [4.333333333333333, 0, 0.23999999999999999], [0.33333333333333331, 1, 0.51000000000000001], [1.0, 1, 0.53000000000000003], [1.6666666666666665, 1, 0.23000000000000001], [2.3333333333333335, 1, 0.52000000000000002], [3.0, 1, 0.23000000000000001], [3.6666666666666665, 1, 0.53000000000000003], [4.333333333333333, 1, 0.23000000000000001], [4.9999999999999991, 1, 0.55000000000000004], [4.9999999999999991, 2, 0.89000000000000001], [3.6666666666666665, 3, 0.23999999999999999], [5.6666666666666661, 3, 1.3200000000000001], [6.333333333333333, 3, 0.23000000000000001], [6.9999999999999991, 3, 0.89000000000000001], [6.9999999999999991, 4, 0.87], [6.9999999999999991, 5, 0.23999999999999999]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.87,0.89,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1498,YJBJ_ECOLI,UPF0337 protein YjbJ OS=Escherichia coli (strain K12) GN=yjbJ PE=1 SV=1,8320,5.372021484374999,0,0,overhalf,77,True,"[[0.33333333333333331, 0, 0.73999999999999999], [1.0, 0, 0.75], [1.6666666666666665, 0, 2.02], [2.3333333333333335, 0, 0.73999999999999999], [3.0, 0, 0.75], [3.6666666666666665, 0, 0.73999999999999999], [0.33333333333333331, 1, 2.02], [1.0, 1, 0.77000000000000002], [1.6666666666666665, 1, 4.3700000000000001], [2.3333333333333335, 1, 0.75], [3.6666666666666665, 1, 4.4500000000000002], [4.9999999999999991, 1, 0.78000000000000003], [7.6666666666666661, 1, 0.76000000000000001], [0.33333333333333331, 2, 0.77000000000000002], [1.0, 2, 0.78000000000000003], [1.6666666666666665, 2, 0.77000000000000002], [2.3333333333333335, 2, 0.73999999999999999], [3.0, 2, 2.1200000000000001], [3.6666666666666665, 2, 0.75], [4.9999999999999991, 2, 2.1000000000000001], [5.6666666666666661, 2, 0.76000000000000001], [6.9999999999999991, 2, 0.79000000000000004], [0.33333333333333331, 3, 2.1800000000000002], [1.0, 3, 4.3700000000000001], [1.6666666666666665, 3, 4.9299999999999997], [2.3333333333333335, 3, 0.78000000000000003], [3.0, 3, 2.1600000000000001], [3.6666666666666665, 3, 2.1000000000000001], [5.6666666666666661, 3, 2.0699999999999998], [6.333333333333333, 3, 0.75], [6.9999999999999991, 3, 2.1000000000000001], [0.33333333333333331, 4, 50.539999999999999], [1.0, 4, 56.490000000000002], [1.6666666666666665, 4, 9.4900000000000002], [2.3333333333333335, 4, 8.8599999999999994], [3.0, 4, 4.4500000000000002], [5.6666666666666661, 4, 0.81000000000000005], [6.9999999999999991, 4, 2.0499999999999998], [0.33333333333333331, 5, 50.539999999999999], [1.0, 5, 29.960000000000001], [1.6666666666666665, 5, 56.490000000000002], [2.3333333333333335, 5, 86.540000000000006], [3.0, 5, 29.030000000000001], [4.333333333333333, 5, 0.75], [4.9999999999999991, 5, 0.78000000000000003], [5.6666666666666661, 5, 0.75], [6.333333333333333, 5, 0.78000000000000003], [6.9999999999999991, 5, 2.1099999999999999], [7.6666666666666661, 5, 9.2899999999999991], [0.33333333333333331, 6, 2.1400000000000001], [1.6666666666666665, 6, 4.3700000000000001], [2.3333333333333335, 6, 8.4499999999999993], [3.0, 6, 4.3499999999999996], [3.6666666666666665, 6, 2.02], [4.333333333333333, 6, 0.75], [4.9999999999999991, 6, 4.6799999999999997], [5.6666666666666661, 6, 8.4499999999999993], [6.333333333333333, 6, 2.0299999999999998], [6.9999999999999991, 6, 30.539999999999999], [7.6666666666666661, 6, 4.4199999999999999], [0.33333333333333331, 7, 4.6799999999999997], [3.0, 7, 0.76000000000000001], [3.6666666666666665, 7, 0.75], [4.333333333333333, 7, 2.1800000000000002], [4.9999999999999991, 7, 0.78000000000000003], [5.6666666666666661, 7, 9.1300000000000008], [6.333333333333333, 7, 0.78000000000000003], [6.9999999999999991, 7, 2.1200000000000001], [7.6666666666666661, 7, 2.0699999999999998], [3.0, 8, 0.78000000000000003], [4.333333333333333, 8, 0.78000000000000003], [5.6666666666666661, 8, 0.78000000000000003], [6.9999999999999991, 8, 0.78000000000000003], [7.6666666666666661, 8, 0.78000000000000003], [2.3333333333333335, 9, 0.73999999999999999], [4.333333333333333, 9, 0.78000000000000003], [5.6666666666666661, 9, 0.77000000000000002]]",0.0,0.0,0.0,4.68,2.14,50.54,50.54,2.18,0.77,2.02,0.74,0.0,0.0,0.0,0.0,29.96,56.49,4.37,0.78,0.77,0.75,0.0,0.0,0.0,4.37,56.49,9.49,4.93,0.77,4.37,2.02,0.74,0.0,0.0,8.45,86.54,8.86,0.78,0.74,0.75,0.74,0.0,0.78,0.76,4.35,29.03,4.45,2.16,2.12,0.0,0.75,0.0,0.0,0.75,2.02,0.0,0.0,2.1,0.75,4.45,0.74,0.78,0.78,2.18,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,4.68,0.78,0.0,0.0,2.1,0.78,0.0,0.77,0.78,9.13,8.45,0.75,0.81,2.07,0.76,0.0,0.0,0.0,0.0,0.78,2.03,0.78,0.0,0.75,0.0,0.0,0.0,0.0,0.78,2.12,30.54,2.11,2.05,2.1,0.79,0,0,0.0,0.78,2.07,4.42,9.29,0.0,0.0,0.0,0.76,0.0
1499,YJBQ_ECOLI,UPF0047 protein YjbQ OS=Escherichia coli (strain K12) GN=yjbQ PE=3 SV=1,15703,6.211201171875,0,0,found,7,False,"[[1.0, 8, 0.37], [1.6666666666666665, 8, 0.37], [2.3333333333333335, 8, 0.34999999999999998], [1.6666666666666665, 9, 0.37], [2.3333333333333335, 9, 0.34999999999999998], [3.0, 9, 0.37], [4.333333333333333, 9, 0.37]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1500,YJBR_ECOLI,Uncharacterized protein YjbR OS=Escherichia coli (strain K12) GN=yjbR PE=1 SV=1,13568,5.804326171875001,0,0,useful,49,False,"[[1.6666666666666665, 0, 0.40999999999999998], [0.33333333333333331, 1, 0.40999999999999998], [1.0, 1, 1.9199999999999999], [1.6666666666666665, 1, 1.8600000000000001], [2.3333333333333335, 1, 0.41999999999999998], [3.6666666666666665, 1, 1.03], [4.333333333333333, 1, 0.41999999999999998], [0.33333333333333331, 2, 1.9199999999999999], [1.0, 2, 1.95], [1.6666666666666665, 2, 0.42999999999999999], [2.3333333333333335, 2, 2.9700000000000002], [3.0, 2, 3.1699999999999999], [4.333333333333333, 2, 0.41999999999999998], [4.9999999999999991, 2, 0.41999999999999998], [0.33333333333333331, 3, 3.2799999999999998], [1.0, 3, 1.8600000000000001], [1.6666666666666665, 3, 2.0600000000000001], [2.3333333333333335, 3, 3.2799999999999998], [3.0, 3, 3.2400000000000002], [3.6666666666666665, 3, 1.03], [4.333333333333333, 3, 0.44], [5.6666666666666661, 3, 0.41999999999999998], [6.9999999999999991, 3, 0.41999999999999998], [0.33333333333333331, 4, 3.1000000000000001], [1.0, 4, 1.0700000000000001], [1.6666666666666665, 4, 3.3900000000000001], [2.3333333333333335, 4, 3.2000000000000002], [3.0, 4, 3.1200000000000001], [3.6666666666666665, 4, 1.0600000000000001], [6.333333333333333, 4, 0.45000000000000001], [6.9999999999999991, 4, 0.41999999999999998], [0.33333333333333331, 5, 1.02], [1.0, 5, 0.42999999999999999], [1.6666666666666665, 5, 1.0700000000000001], [2.3333333333333335, 5, 1.01], [3.0, 5, 1.04], [4.9999999999999991, 5, 1.0700000000000001], [5.6666666666666661, 5, 0.41999999999999998], [6.333333333333333, 5, 1.0700000000000001], [6.9999999999999991, 5, 1.04], [7.6666666666666661, 5, 1.0800000000000001], [2.3333333333333335, 6, 0.41999999999999998], [4.9999999999999991, 6, 1.98], [5.6666666666666661, 6, 1.8700000000000001], [6.333333333333333, 6, 1.0], [6.9999999999999991, 6, 0.42999999999999999], [7.6666666666666661, 6, 1.8799999999999999], [5.6666666666666661, 7, 1.98], [7.6666666666666661, 7, 1.02]]",0.0,0.0,0.0,0.0,0.0,1.02,3.1,3.28,1.92,0.41,0.0,0.0,0.0,0.0,0.0,0.43,1.07,1.86,1.95,1.92,0.0,0.0,0.0,0.0,0.0,1.07,3.39,2.06,0.43,1.86,0.41,0.0,0.0,0.0,0.42,1.01,3.2,3.28,2.97,0.42,0.0,0.0,0.0,0.0,0.0,1.04,3.12,3.24,3.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,1.03,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.42,0.42,0.0,0.0,0.0,0.0,1.98,1.07,0.0,0.0,0.42,0.0,0.0,0.0,0.0,1.98,1.87,0.42,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.07,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,1.04,0.42,0.42,0.0,0,0,0.0,0.0,1.02,1.88,1.08,0.0,0.0,0.0,0.0,0.0
1501,YJCO_ECOLI,Sel1-repeat-containing protein YjcO OS=Escherichia coli (strain K12) GN=yjcO PE=3 SV=1,25234,4.672705078125,0,0,found,5,False,"[[0.33333333333333331, 2, 0.20999999999999999], [2.3333333333333335, 3, 0.22], [3.0, 3, 0.22], [5.6666666666666661, 5, 0.20999999999999999], [6.9999999999999991, 5, 0.20999999999999999]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1502,YJDC_ECOLI,HTH-type transcriptional regulator YjdC OS=Escherichia coli (strain K12) GN=yjdC PE=4 SV=1,22202,4.837998046875001,0,0,useful,35,False,"[[0.33333333333333331, 0, 7.3200000000000003], [1.0, 0, 6.04], [1.6666666666666665, 0, 18.530000000000001], [2.3333333333333335, 0, 3.4100000000000001], [3.0, 0, 0.23999999999999999], [3.6666666666666665, 0, 5.71], [4.333333333333333, 0, 1.46], [4.9999999999999991, 0, 0.55000000000000004], [5.6666666666666661, 0, 0.56999999999999995], [0.33333333333333331, 1, 0.23999999999999999], [1.0, 1, 0.25], [1.6666666666666665, 1, 0.54000000000000004], [2.3333333333333335, 1, 0.23999999999999999], [3.6666666666666665, 1, 0.93000000000000005], [4.333333333333333, 1, 0.91000000000000003], [4.9999999999999991, 1, 1.46], [6.333333333333333, 1, 0.23999999999999999], [3.0, 2, 0.93999999999999995], [4.333333333333333, 2, 0.54000000000000004], [4.9999999999999991, 2, 0.55000000000000004], [5.6666666666666661, 2, 0.23999999999999999], [6.9999999999999991, 2, 0.25], [3.6666666666666665, 3, 0.23999999999999999], [4.333333333333333, 3, 0.25], [5.6666666666666661, 3, 0.91000000000000003], [6.9999999999999991, 3, 0.93000000000000005], [6.9999999999999991, 4, 0.91000000000000003], [5.6666666666666661, 5, 0.23999999999999999], [6.333333333333333, 5, 2.0800000000000001], [6.9999999999999991, 5, 2.73], [7.6666666666666661, 5, 0.56999999999999995], [4.9999999999999991, 6, 0.25], [6.333333333333333, 6, 0.23999999999999999], [6.9999999999999991, 6, 0.56000000000000005], [2.3333333333333335, 9, 0.89000000000000001]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,7.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,6.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,18.53,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,3.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.93,5.71,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.54,0.91,1.46,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.55,1.46,0.55,0.0,0.0,0.0,0.0,0.24,0.0,0.91,0.24,0.0,0.57,0.0,0.0,0.0,0.24,2.08,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.56,2.73,0.91,0.93,0.25,0,0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0
